cell,d,k,sigma,N,encoding,cluster,r2_bb,r2_law,Lambda,depth_sel,terms_sel,law_top1_regret,law_top5_regret,law_spearman,bb_top1_regret,bb_top5_regret,bb_spearman
336,67,1,0.0,300,continuous,d67_k1_s0.0,0.9465998126690931,0.1668153332815373,0.1762258253687735,2.0,4.0,0.19979421836742464,0.06494783194782466,0.410742504640654,0.0,0.0,0.9881486134288339
337,67,1,0.1,30,continuous,d67_k1_s0.1,-0.018387644051138574,-0.3582961774156206,0.0,2.0,4.0,0.5403887092255889,0.21262191243774053,0.18870005437533982,0.21262191243774053,0.041848822114013855,0.6230022687641796
338,67,1,0.1,100,continuous,d67_k1_s0.1,0.7366883423013608,0.09501059600807782,0.128969864938098,1.0,4.0,0.369881810379133,0.06494783194782466,0.18751823448896554,0.04848446708537541,0.0,0.9488264301651885
339,67,1,0.1,300,continuous,d67_k1_s0.1,0.9196169807520156,0.21441439140071217,0.23315618990133813,2.0,4.0,0.09185562098807755,0.07275429684116538,0.5054637841486508,0.0,0.0,0.9856449102806892
340,67,1,0.3,30,continuous,d67_k1_s0.3,0.017886764339424044,-1.3742377675342397,0.0,1.0,4.0,0.3781793991661734,0.15288331238522015,0.10745035906474415,0.07396727980497024,0.027396672399531145,0.6646457165357283
341,67,1,0.3,100,continuous,d67_k1_s0.3,0.4385316068062438,-0.14638398822367948,0.0,1.0,4.0,0.15492639321493995,0.0271534251365874,0.34067706673166703,0.0271534251365874,0.0,0.8739920874505466
342,67,1,0.3,300,continuous,d67_k1_s0.3,0.8298098752744969,0.13773295614110725,0.1659813413229698,1.0,4.0,0.09185562098807755,0.07396727980497024,0.33414902593141205,0.0,0.0,0.9635632722704516
343,67,1,0.0,30,binary,d67_k1_s0.0,-0.13901014344624762,-0.26227280036662215,0.0,3.0,4.0,0.5337684782400911,0.22737273488775522,0.266776178773161,0.4302680274941517,0.4115766263861887,0.4673451709073181
344,67,1,0.0,100,binary,d67_k1_s0.0,0.7221255935234165,-0.05573674705173093,0.0,1.0,4.0,0.7160434731143487,0.07959064308646734,0.3247080715112989,0.016092834717452698,0.0,0.9508206926293289
345,67,1,0.0,300,binary,d67_k1_s0.0,0.957624006053652,0.23834279477133047,0.24888974510312872,2.0,4.0,0.25249521605832803,0.2919288927592317,0.4393136039057838,0.0,0.0,0.9891659947874674
346,67,1,0.1,30,binary,d67_k1_s0.1,-0.007824859207807844,-0.17600077691363447,0.0,1.0,4.0,0.5097991792090507,0.20957018984022938,0.1820434320898637,0.31712378916611206,0.0,0.6675229220182626
347,67,1,0.1,100,binary,d67_k1_s0.1,0.7799829286635687,0.017700489712724976,0.022693432205052474,1.5,4.0,0.5738782250007087,0.3718055397793072,0.4046447351838912,0.0,0.0,0.9732023325145781
348,67,1,0.1,300,binary,d67_k1_s0.1,0.9474453535044361,0.22992370938081386,0.24267754180266535,2.0,4.0,0.26442848953232784,0.0,0.5812989150919714,0.0,0.0,0.985132094575591
349,67,1,0.3,30,binary,d67_k1_s0.3,0.31198665406754056,-0.4523803642128932,0.0,3.0,4.0,0.18692708387725887,0.4196786985158017,0.31346328553474717,0.18692708387725887,0.052078142532467515,0.6216080100500627
350,67,1,0.3,100,binary,d67_k1_s0.3,0.6198715290670398,0.2701813472946887,0.4358666830550113,1.0,4.0,0.25249521605832803,0.20957018984022938,0.42703432875391806,0.0,0.0,0.9410201938762116
351,67,1,0.3,300,binary,d67_k1_s0.3,0.8216607902908409,0.13061763434731521,0.15896783184832375,2.0,4.0,0.26442848953232784,0.0,0.4695084527149064,0.016092834717452698,0.0,0.9471820448877805
352,67,2,0.0,30,integer,d67_k2_s0.0,0.029366786436674897,-1.0574786439776545,0.0,1.0,4.0,0.3902570797772004,0.21188077733109986,0.1521440013442133,0.19660576128651597,0.0,0.578422552640954
353,67,2,0.0,100,integer,d67_k2_s0.0,0.7466715452390176,0.0075187811546205685,0.010069730395596803,1.0,4.0,0.1515980682006388,0.1515980682006388,0.24710413670503031,0.10369244085914546,0.0,0.9367916674479215
354,67,2,0.0,300,integer,d67_k2_s0.0,0.9235755085509229,0.07769872194140903,0.08412817492672282,2.5,4.0,0.2269258242268409,0.14307389001766163,0.5304729525537176,0.0,0.0,0.9600465002906268
355,67,2,0.1,30,integer,d67_k2_s0.1,0.24717938951109752,-0.4124818431718915,0.0,1.0,4.0,0.27184283690099675,0.14307389001766163,0.3850021255738043,0.1026511476783609,0.06572150046082563,0.552034575216095
356,67,2,0.1,100,integer,d67_k2_s0.1,0.719855730869863,0.19540621019407267,0.2714519060061475,1.0,4.0,0.27854203493585505,0.14307389001766163,0.38641561276850317,0.06572150046082563,0.0,0.930928880805505
357,67,2,0.1,300,integer,d67_k2_s0.1,0.9094847927985928,0.09640930853217611,0.10600431067738164,1.5,4.0,0.10369244085914546,0.06572150046082563,0.42522436508467437,0.0,0.0,0.9646327789548683
358,67,2,0.3,30,integer,d67_k2_s0.3,0.09827517631391336,-0.7028932363941509,0.0,1.0,4.0,0.1026511476783609,0.10189372521905336,0.331326761413976,0.24721385284929753,0.10369244085914546,0.6561569759810998
359,67,2,0.3,100,integer,d67_k2_s0.3,0.6063831419189796,0.0854845297199418,0.14097444966793554,1.0,4.0,0.38369975440099735,0.22005982542786623,0.25003866059493085,0.1026511476783609,0.06572150046082563,0.8851684698029363
360,67,2,0.3,300,integer,d67_k2_s0.3,0.792446040722344,0.05522616958186122,0.06969076346387006,1.5,4.0,0.12044343124602121,0.12044343124602121,0.37618693531963726,0.06572150046082563,0.0,0.9095312470702941
361,67,2,0.0,30,continuous,d67_k2_s0.0,0.2510596819236989,-4.070795472600832,0.0,2.0,4.0,0.21911961629438273,0.21911961629438273,0.19759792248701552,0.43102442282868975,0.15291773691756025,0.5031136444602778
362,67,2,0.0,100,continuous,d67_k2_s0.0,0.7790811617857135,-1.661769936745762,0.0,1.0,4.0,0.36488484074190464,0.36488484074190464,0.11258470365439782,0.0,0.0,0.9407021918886993
363,67,2,0.0,300,continuous,d67_k2_s0.0,0.938407647659965,0.2240062531999879,0.23870889560477804,2.0,4.0,0.22319024877367205,0.0,0.46750923443271514,0.0,0.0,0.9667687923049517
364,67,2,0.1,30,continuous,d67_k2_s0.1,0.3971193720428442,-1.3091773611844162,0.0,1.0,4.0,0.43582396791823935,0.29042873426621757,0.29050644066525416,0.31728584133637355,0.2742467701913308,0.6320327002043762
365,67,2,0.1,100,continuous,d67_k2_s0.1,0.7803127029631631,-0.059366608410599264,0.0,1.0,4.0,0.3713927188253209,0.3713927188253209,0.26002681266757915,0.0,0.0,0.9128346427165169
366,67,2,0.1,300,continuous,d67_k2_s0.1,0.9023582468012352,0.06987914048197763,0.07744057388480885,1.5,4.0,0.319860252222395,0.1691136583230896,0.5150797817486359,0.0,0.0,0.9657517859486622
367,67,2,0.3,30,continuous,d67_k2_s0.3,0.30337102778813385,-0.11208268927086795,0.0,1.0,4.0,0.39003371082661514,0.340152826141002,0.16786998668741676,0.14709673757153052,0.0,0.6943085894286838
368,67,2,0.3,100,continuous,d67_k2_s0.3,0.6994978857600276,0.011624187523309737,0.016617902298131572,1.0,4.0,0.49302028977689083,0.20550630010948925,0.35294826842667765,0.0,0.0,0.8953921587009919
369,67,2,0.3,300,continuous,d67_k2_s0.3,0.8180377666619288,0.1928102140165281,0.23569842600703658,1.5,4.0,0.29042873426621757,0.23654201089983576,0.5107798173738585,0.0,0.0,0.931830761442259
370,67,2,0.0,30,binary,d67_k2_s0.0,0.43657116311036503,-0.3887546986394528,0.0,1.0,4.0,0.44296122065021426,0.1482379911267764,0.2985089480249359,0.0,0.0,0.6050447190294939
371,67,2,0.0,100,binary,d67_k2_s0.0,0.8267749491142282,0.012263263497783727,0.014832650059030054,2.0,4.0,0.2931873753876463,0.18613738306304892,0.4580139663206157,0.0,0.0,0.9351855324095775
372,67,2,0.0,300,binary,d67_k2_s0.0,0.9195003970457764,0.20621897893589114,0.22427285469200808,2.0,4.0,0.36441725800492414,0.11565985135389285,0.4092740339580371,0.0,0.0,0.9469651060319126
373,67,2,0.1,30,binary,d67_k2_s0.1,0.08749153909101914,-0.30034767674791363,0.0,2.0,4.0,0.20545084094714613,0.17207178714730853,0.25083731824205724,0.30389287538159976,0.26346800056233544,0.4567251045319033
374,67,2,0.1,100,binary,d67_k2_s0.1,0.7564553069116483,0.32850772094657776,0.4342724784201249,1.0,4.0,0.691697900224429,0.11565985135389285,0.42110595971670334,0.0,0.0,0.9242362139763373
375,67,2,0.1,300,binary,d67_k2_s0.1,0.9015102350660396,0.16558489839827506,0.18367500662501657,2.0,4.0,0.4255853594830786,0.1482379911267764,0.4462781085149596,0.0,0.0,0.9665706035662722
376,67,2,0.3,30,binary,d67_k2_s0.3,0.10078502538641942,-0.15981672526667734,0.0,1.0,4.0,0.45185234427207543,0.15842542336811652,0.1996438087590301,0.15842542336811652,0.0,0.4837462734142088
377,67,2,0.3,100,binary,d67_k2_s0.3,0.4814021591541191,0.1488925030289684,0.3092892298002781,1.0,4.0,0.5766165608130378,0.05751722034789101,0.33588197229890576,0.15842542336811652,0.030250443394058392,0.8511028818930118
378,67,2,0.3,300,binary,d67_k2_s0.3,0.7534316200237565,0.12458558032706224,0.16535751489051378,2.0,4.0,0.22742752806428948,0.22742752806428948,0.4651014990972993,0.0,0.0,0.9289852436577728
379,67,3,0.0,30,integer,d67_k3_s0.0,-0.14006502588173486,-1.0230655408694846,0.0,1.0,4.0,0.16174711424089683,0.16174711424089683,0.212091253518273,0.029746589468935,0.029746589468935,0.6305490034312714
380,67,3,0.0,100,integer,d67_k3_s0.0,0.7539716564699963,0.06615923562634451,0.08774764284388888,1.5,4.0,0.361342489146703,0.2507741835585703,0.28632053068842134,0.05059703897412316,0.0,0.9291944949655934
381,67,3,0.0,300,integer,d67_k3_s0.0,0.9196376639827959,0.22711180685415344,0.24695792239583841,2.0,4.0,0.0,0.0,0.5549405464169349,0.0,0.0,0.9564215401346258
382,67,3,0.1,30,integer,d67_k3_s0.1,0.18170981774751016,-1.0254567556762244,0.0,1.0,4.0,0.16174711424089683,0.16174711424089683,0.3653456140869192,0.2046473543846981,0.15211534919453878,0.651389196182476
383,67,3,0.1,100,integer,d67_k3_s0.1,0.6901535164337802,-0.15021917559782194,0.0,1.0,4.0,0.1637444850693965,0.039856277165940056,0.44677180706058134,0.0,0.0,0.9038480865505409
384,67,3,0.1,300,integer,d67_k3_s0.1,0.8996027653822053,0.21235559409218885,0.23605484805503843,2.0,4.0,0.1893921963813318,0.1893921963813318,0.48772844616505995,0.0,0.0,0.9709436933980837
385,67,3,0.3,30,integer,d67_k3_s0.3,0.16004330512514275,-0.8144333259145466,0.0,1.0,4.0,0.5216494607820272,0.35330934803875885,0.1646507997364661,0.10748038309038654,0.09139526004453391,0.6993741210882567
386,67,3,0.3,100,integer,d67_k3_s0.3,0.6227742380183403,0.15298598290606236,0.24565239466690497,1.5,4.0,0.14492393455222374,0.14492393455222374,0.41221707182472866,0.0,0.0,0.8669936062100387
387,67,3,0.3,300,integer,d67_k3_s0.3,0.827256351706105,0.3048137449599406,0.3684634688283786,2.0,4.0,0.48361339153338534,0.1104231473032564,0.4708729007830008,0.0,0.0,0.9436221476384227
388,67,3,0.0,30,continuous,d67_k3_s0.0,0.18655937964066738,0.23908933388274778,1.0,1.0,4.0,0.3997774453550214,0.2289577126889284,0.32272626703916896,0.18265537327638673,0.0,0.6400945005906286
389,67,3,0.0,100,continuous,d67_k3_s0.0,0.6000155944962716,-0.2928515932514151,0.0,1.0,4.0,0.3400112697114991,0.08063163318032603,0.3708049425308908,0.07373060938652952,0.06115463813809101,0.9360169126057037
390,67,3,0.0,300,continuous,d67_k3_s0.0,0.9268816299503385,0.2193213402657772,0.23662281480055683,1.5,4.0,0.0,0.0,0.508984868655429,0.0,0.0,0.9744068400427501
391,67,3,0.1,30,continuous,d67_k3_s0.1,0.13074045548041358,-0.9277476497306651,0.0,1.0,4.0,0.5007034556360948,0.05679413211038489,0.16980218626366414,0.044211221817659366,0.044211221817659366,0.6453653460334128
392,67,3,0.1,100,continuous,d67_k3_s0.1,0.6355651681189807,0.025538529779266517,0.04018239365579202,1.0,4.0,0.09307113744219916,0.09307113744219916,0.40952262201638756,0.0,0.0,0.9293761836011475
393,67,3,0.1,300,continuous,d67_k3_s0.1,0.9015271827037706,0.10075727090989783,0.1117628761982713,1.5,4.0,0.3193438850726724,0.15015796178383706,0.49513003206270034,0.12322379394181457,0.0,0.9601411883824273
394,67,3,0.3,30,continuous,d67_k3_s0.3,0.05915824313945306,-0.5976289163331538,0.0,1.0,4.0,0.18833103363156067,0.18833103363156067,0.26009731310820694,0.12322379394181457,0.08407909027067237,0.69557028481428
395,67,3,0.3,100,continuous,d67_k3_s0.3,0.5873506404271321,0.011711214704612116,0.019939051562275486,1.0,4.0,0.23325308251173332,0.13543329844527882,0.31198526240789004,0.0862759396667305,0.044211221817659366,0.8770479815498845
396,67,3,0.3,300,continuous,d67_k3_s0.3,0.7587230069712612,0.11200098844708006,0.14761775696531954,1.0,4.0,0.22521218557247794,0.12642920257447712,0.4134888343052144,0.0,0.0,0.938532428327677
397,67,3,0.0,30,binary,d67_k3_s0.0,0.16444144100331715,-0.5817988425294025,0.0,1.0,4.0,0.3780181819379639,0.1888534052671281,0.30230624318511945,0.3330354702933839,0.0,0.5053782836142726
398,67,3,0.0,100,binary,d67_k3_s0.0,0.7645678429161132,0.16722801589286296,0.21872227225126817,2.0,4.0,0.30583989301118825,0.2072495817746633,0.19891398750256684,0.0,0.0,0.8946537790861192
399,67,3,0.0,300,binary,d67_k3_s0.0,0.9171052158087335,0.3357275101782735,0.3660730572579047,2.0,4.0,0.33530214561035937,0.25238919524679276,0.4944418944044421,0.08045501624321398,0.0,0.9436377102356889
400,67,3,0.1,30,binary,d67_k3_s0.1,0.039291599525096976,-0.8138311668950613,0.0,1.0,4.0,0.4205595834384793,0.3399437541254498,0.3279423834550408,0.3063353054605927,0.1888534052671281,0.6260904130650816
401,67,3,0.1,100,binary,d67_k3_s0.1,0.7353632708808144,0.04464429080009813,0.06071052576044956,1.0,4.0,0.3851528765988758,0.1604297578218262,0.2258739326633683,0.08045501624321398,0.0,0.8940044625278908
402,67,3,0.1,300,binary,d67_k3_s0.1,0.8676809246227594,0.08118479208692608,0.09356526089613264,2.0,4.0,0.32617649519550146,0.1888534052671281,0.5832195091125614,0.0,0.0,0.951693510584441
403,67,3,0.3,30,binary,d67_k3_s0.3,-0.052477670548843225,0.10766943561773634,1.0,1.0,4.0,0.6640546351847368,0.38800175012841026,0.2613259270185031,0.15741505669381126,0.15741505669381126,0.5068904805655035
404,67,3,0.3,100,binary,d67_k3_s0.3,0.5962738600250979,-0.12532653729097798,0.0,1.0,4.0,0.38956533838654833,0.3349386814836873,0.4000372684891698,0.1888534052671281,0.0,0.8325295783098644
405,67,3,0.3,300,binary,d67_k3_s0.3,0.8027763770273034,0.154671498490768,0.19267071493000276,2.0,4.0,0.23922828999424645,0.23922828999424645,0.5655210797945577,0.08045501624321398,0.0,0.91239963999775
